2024-11-08 00:00:26.830799,[42.8, 'f'],[38.90345633742111, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731045626.8295202],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.362025769506079, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731045626.6788638],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:13:26.810588,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731046406.8097258],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.406764495347168, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731046406.7036657],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:14:26.830176,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731046466.8295248],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.898890479599135, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731046465.7450192],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:15:26.774208,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731046526.7678912],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.294917680744447, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731046525.7596085],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:16:27.719566,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731046587.7182937],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.339656406585536, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731046586.8269148],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:17:26.793793,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731046646.7931156],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[3.6014674302075838, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731046646.715583],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:18:27.754449,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731046707.7535245],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[3.7133142448103036, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731046706.8942142],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:19:26.782422,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731046766.7817736],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.0778453829634875, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731046766.7112963],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:20:26.887915,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731046826.8869832],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.92125984251968, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731046826.7696009],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:21:26.806922,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731046886.8054788],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.959377236936288, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731046886.673509],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:22:27.712500,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731046947.7112255],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.093593414459551, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731046946.8812315],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:23:26.954375,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047006.9536977],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.317287043664991, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731047006.877828],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:24:26.819851,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047066.8190012],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.787043664996416, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731047066.7152264],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:25:26.707647,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047126.706366],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.4672512526843198, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731047125.773654],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:26:27.720700,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047187.719442],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.205440229062272, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731047186.8844864],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:27:26.859276,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047246.8586285],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[3.8251610594130234, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731047246.786008],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:28:26.815614,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047306.81481],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.719935576234783, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731047306.719718],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:29:27.700856,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047367.699988],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.7133142448103036, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731047366.8558347],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:30:27.779966,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047427.7786922],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[3.7356836077308477, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731047426.814669],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:31:27.736594,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047487.7353227],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.4448818897637756, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731047486.8156364],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:32:27.681013,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047547.6796122],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.6014674302075838, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731047546.7933927],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:33:28.695288,[42.44, 'f'],[38.54968516976852, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047608.6929088],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.489620615604864, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731047607.823815],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:34:27.738485,[42.26, 'f'],[38.3727977337457, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047667.7372155],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.071224051539008, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731047666.8817143],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:35:26.677276,[42.26, 'f'],[38.3727977337457, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047726.6759582],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.4672512526843198, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731047725.7509804],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:36:26.762491,[42.26, 'f'],[38.3727977337457, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047786.756261],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.9080171796707197, 'mph', 1.0, '1', 'Light Air'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731047785.7841666],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:37:26.676767,[42.26, 'f'],[38.3727977337457, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047846.6762242],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.3777738010021436, 'mph', 2.0, '2', 'Light Breeze'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731047845.701313],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:38:25.059394,[42.08, 'f'],[38.19590906290793, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047905.053036],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.5724767358625598, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731047904.932718],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:39:25.749448,[42.08, 'f'],[38.491243693595344, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731047965.7486467],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.892269148174656, 'mph', 2.0, '2', 'Light Breeze'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731047965.6749787],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:40:25.734672,[42.08, 'f'],[38.491243693595344, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048025.7341824],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.1317108088761594, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048025.6750422],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:41:25.813532,[41.9, 'f'],[38.31411825737438, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048085.8130991],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.422512526843232, 'mph', 2.0, '2', 'Light Breeze'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048085.6947682],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:42:26.696975,[41.9, 'f'],[38.31411825737438, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048146.69621],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.429133858267711, 'mph', 2.0, '2', 'Light Breeze'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048145.7574725],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:43:25.820858,[41.9, 'f'],[38.31411825737438, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048205.82027],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.930386542591264, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048205.7596223],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:44:25.675956,[41.9, 'f'],[38.31411825737438, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048265.6754637],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.496241947029343, 'mph', 2.0, '2', 'Light Breeze'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048264.8082821],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:45:26.803211,[41.9, 'f'],[38.019019157242305, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048326.8022966],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.6014674302075838, 'mph', 2.0, '2', 'Light Breeze'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048326.6985867],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:46:25.715317,[41.9, 'f'],[38.019019157242305, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048385.7146766],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.1764495347172477, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048384.889531],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:47:25.779861,[41.9, 'f'],[38.019019157242305, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048445.7794096],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.422512526843232, 'mph', 2.0, '2', 'Light Breeze'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048445.7317536],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:48:26.687013,[41.9, 'f'],[38.31411825737438, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048506.685753],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.7356836077308477, 'mph', 2.0, '2', 'Light Breeze'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048505.69504],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:49:25.747646,[41.9, 'f'],[38.31411825737438, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048565.7471232],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.1317108088761594, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048565.6843739],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:50:25.726025,[41.72, 'f'],[38.136991678687636, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048625.7252924],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.556728704366496, 'mph', 2.0, '2', 'Light Breeze'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048624.879336],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:51:26.823238,[41.72, 'f'],[38.136991678687636, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048686.8169048],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.7580529706513914, 'mph', 2.0, '2', 'Light Breeze'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048686.676756],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:52:26.710612,[41.72, 'f'],[37.84212801673589, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048746.7093425],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.6462061560486716, 'mph', 2.0, '2', 'Light Breeze'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048745.7331269],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:53:26.758343,[41.72, 'f'],[38.136991678687636, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048806.7570705],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.250178954903359, 'mph', 2.0, '2', 'Light Breeze'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048805.749343],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:54:25.803225,[41.72, 'f'],[37.84212801673589, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048865.8028316],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.0869720830350715, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048865.6785045],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 00:55:26.676570,[41.72, 'f'],[37.84212801673589, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731048926.6759849],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.863278453829632, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731048925.7381842],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
