2024-10-26 00:00:34.429212,[40.1, 'f'],[33.7929838079676, 'f'],[78.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729918834.4285042],['N', '', 'Calm', '[color=9aba2fff]Calm[/color]'],[0.0, 'mph', 0.0, '0', 'Calm Conditions'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1729918834.355047],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:11:38.940934,[40.1, 'f'],[33.7929838079676, 'f'],[78.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729919498.9402242],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.0132426628489597, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1729919498.864244],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:12:39.711641,[40.28, 'f'],[33.64499586854366, 'f'],[77.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729919559.705265],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.2369362920544, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1729919558.78055],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:13:38.731377,[40.46, 'f'],[33.492751223241044, 'f'],[76.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729919618.730532],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.057981388690048, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1729919617.8737638],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:14:37.052873,[40.64, 'f'],[33.33614740908965, 'f'],[75.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729919677.0519247],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.080350751610592, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1729919676.9376159],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:15:39.696866,[40.82, 'f'],[33.17507803923649, 'f'],[74.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729919739.695569],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.326413743736576, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1729919738.8335013],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:16:38.847738,[41.18, 'f'],[33.18304603218143, 'f'],[73.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729919798.8464787],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[1.9685039370078719, 'mph', 1.0, '1', 'Light Air'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1729919798.701417],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:17:38.835091,[41.36, 'f'],[33.356656962659955, 'f'],[73.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729919858.8334584],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[1.8342877594846076, 'mph', 1.0, '1', 'Light Air'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1729919858.6858637],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:18:38.820311,[41.54, 'f'],[33.530265387840835, 'f'],[73.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729919918.814013],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[1.7224409448818878, 'mph', 1.0, '1', 'Light Air'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1729919918.6866114],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:19:38.720412,[41.72, 'f'],[33.703871307778314, 'f'],[73.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729919978.719137],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[1.7224409448818878, 'mph', 1.0, '1', 'Light Air'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1729919977.875904],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:20:37.768604,[41.9, 'f'],[33.53243546444705, 'f'],[72.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920037.7673402],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.0132426628489597, 'mph', 1.0, '1', 'Light Air'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1729920036.9311838],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:21:38.679400,[42.08, 'f'],[33.70576375543986, 'f'],[72.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920098.6750546],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[1.811918396564064, 'mph', 1.0, '1', 'Light Air'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1729920097.8238657],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:22:38.789035,[42.26, 'f'],[33.87908943771613, 'f'],[72.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920158.787751],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[1.9013958482462399, 'mph', 1.0, '1', 'Light Air'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1729920157.876127],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:23:37.017918,[42.44, 'f'],[34.05241251133476, 'f'],[72.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920217.0115404],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.1250894774516795, 'mph', 1.0, '1', 'Light Air'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1729920216.8928714],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:24:38.805301,[42.44, 'f'],[33.70227265985676, 'f'],[71.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920278.8039894],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[1.632963493199712, 'mph', 1.0, '1', 'Light Air'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1729920277.8788264],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:25:38.804304,[42.620000000000005, 'f'],[33.875317034747795, 'f'],[71.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920338.803177],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[1.811918396564064, 'mph', 1.0, '1', 'Light Air'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1729920338.6749449],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:26:39.714334,[42.8, 'f'],[34.0483586965359, 'f'],[71.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920399.713045],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[1.8790264853256957, 'mph', 1.0, '1', 'Light Air'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1729920398.8622906],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:27:38.842401,[42.8, 'f'],[34.0483586965359, 'f'],[71.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920458.8366184],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.505368647100928, 'mph', 1.0, '1', 'Light Air'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1729920458.7081695],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:28:38.727180,[42.980000000000004, 'f'],[33.86602212186433, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920518.7262523],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.796170365068, 'mph', 1.0, '1', 'Light Air'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1729920517.8510535],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:29:38.737061,[43.16, 'f'],[34.03877870789477, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920578.7357638],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.729062276306368, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729920577.848983],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:30:38.915775,[43.16, 'f'],[34.03877870789477, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920638.9148517],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.505368647100928, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729920638.8160634],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:31:38.916821,[43.34, 'f'],[34.2115324755029, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920698.9159622],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.192197566213312, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729920698.8119462],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:32:41.712632,[43.34, 'f'],[34.2115324755029, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920761.711326],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.9751252684323517, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729920760.8216126],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:33:37.679634,[43.34, 'f'],[34.2115324755029, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920817.674806],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[2.8409090909090877, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729920816.9650202],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:34:37.901129,[43.52, 'f'],[34.38428342475769, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920877.9003208],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.438260558339296, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729920877.8002849],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:35:38.903747,[43.52, 'f'],[34.38428342475769, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920938.8974094],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.2816750178954877, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729920938.7549133],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:36:38.737506,[43.52, 'f'],[34.38428342475769, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729920998.736737],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.304044380816032, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729920997.8668861],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:37:39.744960,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729921059.7436187],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.5724767358625598, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729921057.8558636],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:38:38.735367,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729921118.7340841],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[2.2145669291338557, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729921117.847602],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:39:38.846060,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729921178.8447747],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.34878310665712, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729921178.6913037],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:40:37.914095,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729921237.9132454],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.6395848246241918, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729921237.8070047],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:41:38.722837,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729921298.721565],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.326413743736576, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729921297.856507],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:43:38.698702,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729921418.6919668],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[2.7066929133858237, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729921417.813062],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:45:37.902585,[43.879999999999995, 'f'],[34.36845831142863, 'f'],[69.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729921537.901727],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.415891195418752, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729921537.8034086],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:47:38.937187,[43.879999999999995, 'f'],[34.729776868483114, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729921658.9309616],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.5501073729420156, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729921658.794473],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:48:38.679848,[43.879999999999995, 'f'],[34.729776868483114, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729921718.6756625],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.5501073729420156, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729921717.8191683],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:51:37.913033,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729921897.9121983],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.505368647100928, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729921897.8205733],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:52:37.919888,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729921957.9190311],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.6843235504652796, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729921957.8155193],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:53:37.725199,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729922017.7238176],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.8185397279885436, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729922016.8736458],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:54:38.910035,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729922078.9091144],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.8409090909090877, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729922078.7803338],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:55:38.908957,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729922138.902496],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.796170365068, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729922138.749326],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:56:40.877267,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729922200.8763149],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.415891195418752, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729922200.7538629],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:57:38.693507,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729922258.6919363],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.057981388690048, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729922257.8072274],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:58:38.933197,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729922318.9321682],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.6395848246241918, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729922318.8065472],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 00:59:43.831370,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729922383.8301988],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[2.5948460987831035, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729922383.6876457],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-26 01:00:38.679859,[43.7, 'f'],[34.55703155572811, 'f'],[70.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1729922438.6785822],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[2.482999284180384, 'mph', 1.0, '1', 'Light Air'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1729922437.7880526],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
