2024-10-31 00:00:58.679523,[54.32, 'f'],[54.04460008418363, 'f'],[99.0, '%'],[0.017879537214, ' in/hr', 'Light Rain', 0.45414],[0.0002979922869, ' in', 0.007569, 1730350858.6785982],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[2.080350751610592, 'mph', 1.0, '1', 'Light Air'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730350857.7939177],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:23:39.740199,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.011865360737999998, ' in/hr', 'Light Rain', 0.30138],[0.004104372295099999, ' in', 0.104251, 1730352219.7389238],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[7.180565497494623, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730352218.8171222],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:24:43.066611,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.020865365598, ' in/hr', 'Light Rain', 0.52998],[0.0044521283884, ' in', 0.113084, 1730352283.0499167],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[7.762168933428768, 'mph', 3.0, '3', 'Gentle Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730352282.9318438],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:25:47.031400,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.010164572418000001, ' in/hr', 'Light Rain', 0.25818],[0.0046215379287, ' in', 0.117387, 1730352347.0306046],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[8.231925554760192, 'mph', 3.0, '3', 'Gentle Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730352346.941216],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:26:50.865524,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.019722057894, ' in/hr', 'Light Rain', 0.50094],[0.0049502388936, ' in', 0.125736, 1730352410.8645663],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[8.567465998568352, 'mph', 3.0, '3', 'Gentle Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730352410.7396057],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:27:50.880589,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.022166941104, ' in/hr', 'Light Rain', 0.56304],[0.005319687911999999, ' in', 0.13512, 1730352470.8797238],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[7.516105941302783, 'mph', 3.0, '3', 'Gentle Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730352470.7667685],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:29:00.971433,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.010044099911999997, ' in/hr', 'Light Rain', 0.25511999999999996],[0.005487089577199999, ' in', 0.139372, 1730352540.970506],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[8.209556191839647, 'mph', 3.0, '3', 'Gentle Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730352540.852618],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:30:38.898380,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.01622835522, ' in/hr', 'Light Rain', 0.4122],[0.005961459912099999, ' in', 0.151421, 1730352638.8975227],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[6.956871868289183, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730352638.7963817],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:31:42.724707,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.015772449461999998, ' in/hr', 'Light Rain', 0.40062],[0.006224334069799999, ' in', 0.158098, 1730352702.723433],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[8.209556191839647, 'mph', 3.0, '3', 'Gentle Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730352701.859663],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:32:47.077722,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.008577169986, ' in/hr', 'Very Light Rain', 0.21786],[0.0063672869029, ' in', 0.161729, 1730352767.0714355],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[6.688439513242656, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730352766.948517],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:34:50.879954,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.0044338606619999995, ' in/hr', 'Very Light Rain', 0.11262],[0.0064411845805999995, ' in', 0.163606, 1730352890.8782525],['SSE', '', 'SSE', 'South [color=9aba2fff]SE[/color]'],[8.27666428060128, 'mph', 3.0, '3', 'Gentle Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730352890.7293913],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:35:53.740627,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.013951188635999999, ' in/hr', 'Light Rain', 0.35436],[0.006673704391199999, ' in', 0.169512, 1730352953.7393157],['SSE', '', 'SSE', 'South [color=9aba2fff]SE[/color]'],[8.768790264853248, 'mph', 3.0, '3', 'Gentle Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730352952.8100214],[19.88384, 'miles'],[0.0, '/min', None, '/min']
2024-10-31 00:36:38.092486,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.015685047839999997, ' in/hr', 'Light Rain', 0.3984],[0.0069351218552, ' in', 0.176152, 1730352998.0896878],['SSE', '', 'SSE', 'South [color=9aba2fff]SE[/color]'],[7.4713672154616955, 'mph', 3.0, '3', 'Gentle Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730352997.965468],[19.88384, 'miles'],[0.0, '/min', None, '/min']
2024-10-31 00:37:39.840844,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.014388196746, ' in/hr', 'Light Rain', 0.36546],[0.0071749251342999995, ' in', 0.182243, 1730353059.8356485],['SSE', '', 'SSE', 'South [color=9aba2fff]SE[/color]'],[7.046349319971359, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730353059.693211],[19.88384, 'miles'],[0.0, '/min', None, '/min']
2024-10-31 00:38:42.884133,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.04377167718, ' in/hr', 'Moderate Rain', 1.1118000000000001],[0.0079044530873, ' in', 0.200773, 1730353122.8778343],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[6.084466714387968, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730353122.7440932],[19.88384, 'miles'],[0.0, '/min', None, '/min']
2024-10-31 00:39:40.096635,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.015685047839999997, ' in/hr', 'Light Rain', 0.3984],[0.008165870551299999, ' in', 0.207413, 1730353180.0901566],['SSE', '', 'SSE', 'South [color=9aba2fff]SE[/color]'],[6.151574803149599, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730353179.9602933],[19.88384, 'miles'],[0.0, '/min', None, '/min']
2024-10-31 00:40:46.721553,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.01333465287, ' in/hr', 'Light Rain', 0.3387],[0.0083881147658, ' in', 0.213058, 1730353246.7202137],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[6.956871868289183, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730353245.754817],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:41:49.835615,[53.96, 'f'],[53.685031042143706, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0083881147658, ' in', 0.213058, 1730353309.829415],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[6.59896206156048, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730353309.707683],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:42:52.796665,[54.14, 'f'],[53.8648156053203, 'f'],[99.0, '%'],[0.010518903318000001, ' in/hr', 'Light Rain', 0.26718000000000003],[0.0085634298211, ' in', 0.217511, 1730353372.7955432],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[5.6147100930565434, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730353372.6790633],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:43:35.673391,[54.14, 'f'],[53.8648156053203, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0085634298211, ' in', 0.217511, 1730353415.672862],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[5.793664996420895, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730353413.8257432],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:44:39.083304,[54.14, 'f'],[53.8648156053203, 'f'],[99.0, '%'],[0.0028039385219999994, ' in/hr', 'Very Light Rain', 0.07121999999999999],[0.0086101621298, ' in', 0.218698, 1730353479.0824504],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[6.845025053686464, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730353478.9782848],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:45:38.934898,[54.14, 'f'],[53.8648156053203, 'f'],[99.0, '%'],[0.002447245416, ' in/hr', 'Very Light Rain', 0.06216],[0.0086509495534, ' in', 0.219734, 1730353538.9341214],['SSE', '', 'SSE', 'South [color=9aba2fff]SE[/color]'],[3.1093414459556157, 'mph', 1.0, '1', 'Light Air'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730353538.854141],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:46:42.676409,[54.14, 'f'],[53.8648156053203, 'f'],[99.0, '%'],[0.005151971286, ' in/hr', 'Very Light Rain', 0.13086],[0.0087368157415, ' in', 0.221915, 1730353602.6756825],['SSE', '', 'SSE', 'South [color=9aba2fff]SE[/color]'],[2.415891195418752, 'mph', 1.0, '1', 'Light Air'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730353601.8725176],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:47:40.901068,[54.14, 'f'],[53.8648156053203, 'f'],[99.0, '%'],[0.002744883372, ' in/hr', 'Very Light Rain', 0.06972],[0.0087825637977, ' in', 0.223077, 1730353660.9001968],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[3.8475304223335676, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730353660.8052611],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:52:51.711695,[54.14, 'f'],[53.8648156053203, 'f'],[99, '%'],[0.002744883372, ' in/hr', 'Very Light Rain', 0.06972],[0.0087825637977, ' in', 0.223077, 1730353971.7049503],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[3.8475304223335676, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730353970.8510475],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:53:33.990429,[54.32, 'f'],[54.04460008418363, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0087825637977, ' in', 0.223077, 1730354013.9841096],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[6.03972798854688, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730354013.8160956],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:54:36.781324,[54.32, 'f'],[54.04460008418363, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0087825637977, ' in', 0.223077, 1730354076.7749767],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.2120615604867515, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730354075.7663405],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:55:36.706393,[54.32, 'f'],[54.04460008418363, 'f'],[99.0, '%'],[0.003061418976, ' in/hr', 'Very Light Rain', 0.07776000000000001],[0.0088335874473, ' in', 0.224373, 1730354136.7051075],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.569971367215456, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730354135.7433248],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:56:38.903873,[54.32, 'f'],[54.04460008418363, 'f'],[99.0, '%'],[0.00210236334, ' in/hr', 'Very Light Rain', 0.053399999999999996],[0.008868626836299999, ' in', 0.225263, 1730354198.9029443],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[6.352899069434495, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730354198.7914004],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:57:42.691573,[54.32, 'f'],[54.04460008418363, 'f'],[99.0, '%'],[0.006737011511999999, ' in/hr', 'Very Light Rain', 0.17112],[0.0089809103615, ' in', 0.228115, 1730354262.6905627],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.0778453829634875, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730354261.8487651],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:58:43.048550,[54.32, 'f'],[54.04460008418363, 'f'],[99.0, '%'],[0.016344103314, ' in/hr', 'Light Rain', 0.41514],[0.0092533120834, ' in', 0.235034, 1730354323.0476174],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.391016463851104, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730354322.9268942],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 00:59:50.934163,[54.32, 'f'],[54.04460008418363, 'f'],[99.0, '%'],[0.005083467311999999, ' in/hr', 'Very Light Rain', 0.12911999999999998],[0.0093380365386, ' in', 0.237186, 1730354390.93338],['WSW', '', 'WSW', 'West [color=9aba2fff]SW[/color]'],[4.071224051539008, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730354390.8394916],[19.88384, 'miles'],[None, '/min', 0.0, '/min']
2024-10-31 01:00:50.781158,[54.32, 'f'],[54.04460008418363, 'f'],[99.0, '%'],[0.00312992295, ' in/hr', 'Very Light Rain', 0.0795],[0.0093902019211, ' in', 0.238511, 1730354450.7798402],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.4448818897637756, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730354449.826654],[19.88384, 'miles'],[None, '/min', 0.0, '/min']
2024-10-31 01:01:50.676821,[54.32, 'f'],[54.04460008418363, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0093902019211, ' in', 0.238511, 1730354509.6888626],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.3777738010021436, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730354508.852701],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 01:02:49.707254,[54.32, 'f'],[54.04460008418363, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0093902019211, ' in', 0.238511, 1730354569.7059762],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.01986399427344, 'mph', 1.0, '1', 'Light Air'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730354568.851778],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 01:03:50.899570,[54.32, 'f'],[54.04460008418363, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0093902019211, ' in', 0.238511, 1730354630.898723],['SSE', '', 'SSE', 'South [color=9aba2fff]SE[/color]'],[3.6014674302075838, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730354630.791195],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 01:04:53.858009,[54.32, 'f'],[54.04460008418363, 'f'],[99.0, '%'],[0.005451971448000001, ' in/hr', 'Very Light Rain', 0.13848000000000002],[0.0094810681119, ' in', 0.240819, 1730354693.8549917],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.458124552612736, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730354693.7249787],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 01:10:42.789507,[54.32, 'f'],[54.04460008418363, 'f'],[99, '%'],[0.005451971448000001, ' in/hr', 'Very Light Rain', 0.13848000000000002],[0.0094810681119, ' in', 0.240819, 1730355042.7889228],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.458124552612736, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730355041.8452542],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 01:12:51.977582,[54.5, 'f'],[54.224384478733754, 'f'],[99.0, '%'],[0.010072446384, ' in/hr', 'Light Rain', 0.25584],[0.009648942218299998, ' in', 0.245083, 1730355171.976268],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[4.451503221188256, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730355171.8245823],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 01:13:50.888630,[54.5, 'f'],[54.224384478733754, 'f'],[99.0, '%'],[0.010733864063999999, ' in/hr', 'Light Rain', 0.27264],[0.009827839952699998, ' in', 0.249627, 1730355230.887788],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[5.301539012168928, 'mph', 2.0, '2', 'Light Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730355230.7775764],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 01:17:37.830168,[54.32, 'f'],[54.04460008418363, 'f'],[99.0, '%'],[0.008135437463999999, ' in/hr', 'Very Light Rain', 0.20664],[0.009963430577099999, ' in', 0.253071, 1730355457.8288982],['E', '', 'E', 'Due [color=9aba2fff]East[/color]'],[3.064602720114528, 'mph', 1.0, '1', 'Light Air'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730355457.680962],[19.88384, 'miles'],[None, '/min', 0.0, '/min']
2024-10-31 01:21:51.692504,[54.14, 'f'],[53.8648156053203, 'f'],[99.0, '%'],[0.035369310438, ' in/hr', 'Light Rain', 0.89838],[0.0105529190844, ' in', 0.268044, 1730355711.6913779],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[11.47548317823907, 'mph', 3.0, '3', 'Gentle Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730355709.8558571],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 01:24:46.879851,[54.14, 'f'],[53.8648156053203, 'f'],[99.0, '%'],[0.016259063898, ' in/hr', 'Light Rain', 0.41298],[0.010823903482699999, ' in', 0.274927, 1730355886.878834],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[11.564960629921247, 'mph', 3.0, '3', 'Gentle Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730355886.7561004],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-10-31 01:25:48.938687,[54.14, 'f'],[53.8648156053203, 'f'],[99.0, '%'],[0.008390555712, ' in/hr', 'Very Light Rain', 0.21312],[0.010963746077899999, ' in', 0.278479, 1730355948.9324534],['SE', '', 'SE', 'South [color=9aba2fff]East[/color]'],[12.414996420901918, 'mph', 4.0, '4', 'Moderate Breeze'],[25.29176158274499, ' inHg', 856.4739564967606],[0.0, 'count', 0.0, 1730355948.8046606],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
