2024-11-05 00:00:33.920329,[50.36, 'f'],[50.089322072736024, 'f'],[99.0, '%'],[0.011052761873999999, ' in/hr', 'Light Rain', 0.28074],[0.0001842126979, ' in', 0.004679, 1730786433.914152],['NE', '', 'NE', 'North [color=9aba2fff]East[/color]'],[4.406764495347168, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730786433.7770271],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:11:33.974623,[50.18, 'f'],[49.90953573896728, 'f'],[99.0, '%'],[0.043263802889999994, ' in/hr', 'Moderate Rain', 1.0989],[0.0034440176077999997, ' in', 0.087478, 1730787093.9737701],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[13.667680744452383, 'mph', 4.0, '4', 'Moderate Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730787093.8646936],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:16:32.773893,[50.18, 'f'],[49.90953573896728, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0034440176077999997, ' in', 0.087478, 1730787392.7714796],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[13.376879026485312, 'mph', 4.0, '4', 'Moderate Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730787391.883159],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:17:31.729580,[50.18, 'f'],[49.90953573896728, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0034440176077999997, ' in', 0.087478, 1730787451.728539],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[11.453113815318527, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730787450.9697347],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:18:32.895873,[50.18, 'f'],[49.90953573896728, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0034440176077999997, ' in', 0.087478, 1730787512.8938727],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[7.516105941302783, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730787512.762547],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:19:33.678360,[50.18, 'f'],[49.90953573896728, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0034440176077999997, ' in', 0.087478, 1730787573.6773515],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[9.730672870436639, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730787572.7348135],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:20:32.925823,[50.18, 'f'],[49.90953573896728, 'f'],[99.0, '%'],[0.013176385067999999, ' in/hr', 'Light Rain', 0.33468],[0.0036636240256, ' in', 0.093056, 1730787632.924957],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[9.28328561202576, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730787632.823624],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:21:32.848301,[50.18, 'f'],[49.90953573896728, 'f'],[99.0, '%'],[0.067067752752, ' in/hr', 'Moderate Rain', 1.7035200000000001],[0.0050989003911999994, ' in', 0.129512, 1730787692.847146],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[8.970114531138142, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730787692.6929913],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:22:38.921704,[50.18, 'f'],[49.90953573896728, 'f'],[99.0, '%'],[0.079722090294, ' in/hr', 'Moderate Rain', 2.02494],[0.0064276018960999996, ' in', 0.163261, 1730787758.920749],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[8.008231925554751, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730787758.806588],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:23:37.019212,[50.18, 'f'],[49.90953573896728, 'f'],[99.0, '%'],[0.065159090304, ' in/hr', 'Moderate Rain', 1.65504],[0.007513586734499999, ' in', 0.190845, 1730787817.0177755],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[9.999105225483166, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730787816.895449],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:24:32.790403,[50.18, 'f'],[49.90953573896728, 'f'],[99.0, '%'],[0.024347257241999997, ' in/hr', 'Light Rain', 0.61842],[0.0079193743552, ' in', 0.201152, 1730787872.7840397],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[9.305654974946304, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730787871.87846],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:25:32.916570,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.007051184909999999, ' in/hr', 'Very Light Rain', 0.17909999999999998],[0.0080368941037, ' in', 0.204137, 1730787932.9157887],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[11.005726556907646, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730787932.8242111],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:26:33.681983,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.000805512246, ' in/hr', 'Very Light Rain', 0.02046],[0.0080503193078, ' in', 0.204478, 1730787993.675753],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[11.139942734430912, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730787992.8135467],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:27:32.729594,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730788052.728277],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[12.07945597709376, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730788051.8809297],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:28:32.911874,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730788112.9110272],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[13.086077308518238, 'mph', 4.0, '4', 'Moderate Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730788112.8032265],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:29:33.836288,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730788173.835818],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[11.699176807444513, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730788172.832254],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:30:32.917201,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730788232.916311],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[12.057086614173214, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730788232.8181283],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:31:32.921639,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730788292.9207747],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[11.945239799570494, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730788292.8127322],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:32:32.734351,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730788352.7335565],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[12.057086614173214, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730788351.8802],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:33:32.870866,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730788412.8695226],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[11.318897637795262, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730788412.7358031],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:34:33.974700,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730788473.9734082],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[13.108446671438784, 'mph', 4.0, '4', 'Moderate Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730788473.7938435],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:37:32.785756,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730788652.7791634],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[11.58732999284179, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730788651.8780463],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:38:32.912907,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730788712.912031],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[12.258410880458111, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730788712.8095186],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:39:32.921594,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730788772.9207227],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[11.609699355762336, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730788772.8080127],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:40:33.679291,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730788833.6751373],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[11.878131710808862, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730788832.8280935],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:41:33.740169,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730788893.7389243],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[11.07283464566928, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730788892.844387],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:42:32.853352,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730788952.8515468],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[5.659448818897631, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730788952.7111661],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:43:32.727999,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730789012.7267299],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[6.688439513242656, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789011.8667407],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:44:32.756128,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730789072.754954],['WSW', '', 'WSW', 'West [color=9aba2fff]SW[/color]'],[4.518611309949888, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789071.881393],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:45:34.091664,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0080503193078, ' in', 0.204478, 1730789134.0871692],['WSW', '', 'WSW', 'West [color=9aba2fff]SW[/color]'],[3.265926986399424, 'mph', 1.0, '1', 'Light Air'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789133.9543643],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:46:32.857115,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0023858280599999998, ' in/hr', 'Very Light Rain', 0.0606],[0.0080900831088, ' in', 0.205488, 1730789192.8550472],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.8027916964924797, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789192.708927],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:47:33.778541,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0033519703139999997, ' in/hr', 'Very Light Rain', 0.08514],[0.0081459492807, ' in', 0.206907, 1730789253.777969],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.719935576234783, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789252.8244495],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:48:34.742718,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.002933859852, ' in/hr', 'Very Light Rain', 0.07452],[0.008194846944899999, ' in', 0.208149, 1730789314.741443],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.4738725841088, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789313.8315294],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:49:33.907540,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.00393307299, ' in/hr', 'Very Light Rain', 0.0999],[0.0082603981614, ' in', 0.209814, 1730789373.9066267],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[3.064602720114528, 'mph', 1.0, '1', 'Light Air'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789373.7844996],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:52:33.679759,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0082603981614, ' in', 0.209814, 1730789553.678494],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[4.92125984251968, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789552.8841817],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:53:32.920314,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0082603981614, ' in', 0.209814, 1730789612.919526],['NE', '', 'NE', 'North [color=9aba2fff]East[/color]'],[4.250178954903359, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789612.8179789],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:54:33.745065,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0082603981614, ' in', 0.209814, 1730789673.7437701],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[6.173944166070143, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789672.8106928],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:55:37.759549,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0082603981614, ' in', 0.209814, 1730789737.7582846],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[4.294917680744447, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789736.889887],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:56:34.134424,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0082603981614, ' in', 0.209814, 1730789794.1330814],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[5.525232641374368, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789794.0136392],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:57:32.912842,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0082603981614, ' in', 0.209814, 1730789852.9119751],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[4.4738725841088, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789852.8081567],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:58:32.914070,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0082603981614, ' in', 0.209814, 1730789912.9131463],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[4.496241947029343, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789912.797503],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 00:59:32.822081,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0082603981614, ' in', 0.209814, 1730789972.820925],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[4.183070866141728, 'mph', 2.0, '2', 'Light Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730789972.6796122],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 01:00:32.910353,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0082603981614, ' in', 0.209814, 1730790032.9094868],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[7.583214030064416, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730790032.8093033],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-05 01:01:32.929886,[50.0, 'f'],[49.72974932088396, 'f'],[99.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0082603981614, ' in', 0.209814, 1730790092.9291017],['NNE', '', 'NNE', 'North [color=9aba2fff]NE[/color]'],[11.318897637795262, 'mph', 3.0, '3', 'Gentle Breeze'],[25.282533723587914, ' inHg', 856.1614665574418],[0.0, 'count', 0.0, 1730790092.8260503],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
