2024-11-03 00:00:51.692756,[45.5, 'f'],[42.44703602446761, 'f'],[89.0, '%'],[0.049327585692, ' in/hr', 'Moderate Rain', 1.25292],[0.0008221264282, ' in', 0.020882, 1730610051.6907432],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[8.679312813171071, 'mph', 3.0, '3', 'Gentle Breeze'],[25.273305838165534, ' inHg', 855.8489757286814],[0.0, 'count', 0.0, 1730610050.830604],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:24:31.897336,[44.78, 'f'],[42.598311694419934, 'f'],[92.0, '%'],[0.073034685108, ' in/hr', 'Moderate Rain', 1.85508],[0.0307841898518, ' in', 0.781918, 1730611471.896382],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[9.104330708661408, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730611471.7851894],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:25:34.930704,[44.78, 'f'],[42.598311694419934, 'f'],[92.0, '%'],[0.063470113014, ' in/hr', 'Moderate Rain', 1.6121400000000001],[0.0318420250687, ' in', 0.808787, 1730611534.9295728],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[8.388511095203999, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730611534.807546],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:26:37.016087,[44.78, 'f'],[42.598311694419934, 'f'],[92.0, '%'],[0.064067751132, ' in/hr', 'Moderate Rain', 1.62732],[0.0329098209209, ' in', 0.835909, 1730611597.00987],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[8.388511095203999, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730611596.8870776],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:27:40.806399,[44.78, 'f'],[42.598311694419934, 'f'],[92.0, '%'],[0.107289034314, ' in/hr', 'Moderate Rain', 2.72514],[0.034697971492799996, ' in', 0.881328, 1730611660.7999823],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[8.12007874015747, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730611660.67493],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:28:43.932712,[44.78, 'f'],[42.598311694419934, 'f'],[92.0, '%'],[0.10571816732400001, ' in/hr', 'Moderate Rain', 2.6852400000000003],[0.036459940948199994, ' in', 0.926082, 1730611723.9317834],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[7.627952755905504, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730611723.8145442],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:29:22.072047,[44.78, 'f'],[42.598311694419934, 'f'],[92.0, '%'],[0.060042552108, ' in/hr', 'Moderate Rain', 1.52508],[0.03746065015, ' in', 0.9515, 1730611762.0657327],['S', '', 'S', 'Due [color=9aba2fff]South[/color]'],[7.695060844667135, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730611761.941649],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:30:25.818432,[44.78, 'f'],[42.598311694419934, 'f'],[92.0, '%'],[0.114503211438, ' in/hr', 'Moderate Rain', 2.90838],[0.039369037007299997, ' in', 0.999973, 1730611825.8177042],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[7.650322118826047, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730611825.72819],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:31:27.815609,[44.6, 'f'],[42.42005149673918, 'f'],[92.0, '%'],[0.10027092028799998, ' in/hr', 'Moderate Rain', 2.54688],[0.0410402190121, ' in', 1.042421, 1730611887.8146021],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[7.337151037938431, 'mph', 2.0, '2', 'Light Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730611887.701873],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:32:41.728101,[44.6, 'f'],[42.42005149673918, 'f'],[92.0, '%'],[0.070292163942, ' in/hr', 'Moderate Rain', 1.78542],[0.0422117550778, ' in', 1.072178, 1730611961.7268274],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[7.337151037938431, 'mph', 2.0, '2', 'Light Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730611960.8406355],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:34:25.107463,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.040776399972, ' in/hr', 'Moderate Rain', 1.03572],[0.0437015196618, ' in', 1.110018, 1730612065.1060712],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[7.15819613457408, 'mph', 2.0, '2', 'Light Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730612064.961547],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:35:32.756415,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.023945682221999998, ' in/hr', 'Light Rain', 0.60822],[0.0441006143655, ' in', 1.120155, 1730612132.7554061],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[7.381889763779519, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730612131.8918254],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:36:36.739961,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.012836227403999999, ' in/hr', 'Light Rain', 0.32604],[0.0443145514889, ' in', 1.125589, 1730612196.7391207],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[7.874015748031487, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730612195.7378511],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:37:36.719746,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.021571665191999996, ' in/hr', 'Light Rain', 0.54792],[0.0446740792421, ' in', 1.134721, 1730612256.7184455],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[6.889763779527551, 'mph', 2.0, '2', 'Light Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730612255.7200136],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:38:41.901594,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.026366943371999997, ' in/hr', 'Light Rain', 0.66972],[0.045113528298299996, ' in', 1.145883, 1730612321.9006436],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[7.359520400858975, 'mph', 2.0, '2', 'Light Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730612321.7907362],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:40:22.073996,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.04416616558199999, ' in/hr', 'Moderate Rain', 1.1218199999999998],[0.0462020721932, ' in', 1.173532, 1730612422.0677974],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[8.12007874015747, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730612421.9376554],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:41:22.901406,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.054191367845999996, ' in/hr', 'Moderate Rain', 1.37646],[0.047105261657299995, ' in', 1.196473, 1730612482.9004607],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[8.097709377236928, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730612482.7973514],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:42:28.933489,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.023952768839999996, ' in/hr', 'Light Rain', 0.6083999999999999],[0.0475044744713, ' in', 1.206613, 1730612548.9273264],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[8.410880458124543, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730612548.803612],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:43:46.771034,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.03157088319, ' in/hr', 'Light Rain', 0.8019000000000001],[0.048030655857799996, ' in', 1.219978, 1730612626.7703981],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[6.889763779527551, 'mph', 2.0, '2', 'Light Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730612626.6841912],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:45:29.073120,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.061436253648000004, ' in/hr', 'Moderate Rain', 1.56048],[0.05009494831109999, ' in', 1.272411, 1730612729.072086],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[8.45561918396563, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730612728.9475834],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:46:37.915368,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.028566157158, ' in/hr', 'Light Rain', 0.72558],[0.0505710509304, ' in', 1.284504, 1730612797.914582],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[7.695060844667135, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730612797.8202114],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:47:52.030415,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.030392142396, ' in/hr', 'Light Rain', 0.7719600000000001],[0.051077586636999996, ' in', 1.29737, 1730612872.0240088],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[7.806907659269855, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730612871.8945997],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:48:25.797266,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.028422062592, ' in/hr', 'Light Rain', 0.72192],[0.051551287680199995, ' in', 1.309402, 1730612905.7965984],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[7.225304223335711, 'mph', 2.0, '2', 'Light Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730612905.7227855],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:49:27.673136,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.02198032683, ' in/hr', 'Light Rain', 0.5583],[0.0519176264607, ' in', 1.318707, 1730612967.6726353],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[6.509484609878304, 'mph', 2.0, '2', 'Light Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730612966.8257372],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:50:36.752321,[44.6, 'f'],[42.42005149673918, 'f'],[92.0, '%'],[0.0323622222, ' in/hr', 'Light Rain', 0.8220000000000001],[0.052456996830699994, ' in', 1.332407, 1730613036.751026],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[6.062097351467424, 'mph', 2.0, '2', 'Light Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730613035.840757],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:51:47.767014,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.039642541091999994, ' in/hr', 'Moderate Rain', 1.0069199999999998],[0.05311770584889999, ' in', 1.349189, 1730613107.7606583],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[6.509484609878304, 'mph', 2.0, '2', 'Light Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730613106.8790727],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:52:27.143258,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.048141758279999995, ' in/hr', 'Moderate Rain', 1.2227999999999999],[0.0539200684869, ' in', 1.369569, 1730613147.1370711],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[7.15819613457408, 'mph', 2.0, '2', 'Light Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730613147.0208447],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:53:38.897208,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.024486627396, ' in/hr', 'Light Rain', 0.6219600000000001],[0.05432817894349999, ' in', 1.379935, 1730613218.8959022],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[8.16481746599856, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730613218.7315574],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:54:44.060475,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.03558663339, ' in/hr', 'Light Rain', 0.9039],[0.0549212895, ' in', 1.395, 1730613284.0595582],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[8.187186828919103, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730613283.9510972],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:55:53.921452,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.052334673930000006, ' in/hr', 'Moderate Rain', 1.3293000000000001],[0.05579353406549999, ' in', 1.417155, 1730613353.9203126],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[8.45561918396563, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730613353.7977824],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:56:22.940961,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.029100015713999998, ' in/hr', 'Light Rain', 0.73914],[0.056278534327399994, ' in', 1.429474, 1730613382.9346955],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[6.845025053686464, 'mph', 2.0, '2', 'Light Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730613382.811611],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:57:31.912354,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.020307884982, ' in/hr', 'Light Rain', 0.5158200000000001],[0.0566169990771, ' in', 1.438071, 1730613451.911417],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[5.883142448103071, 'mph', 2.0, '2', 'Light Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730613451.8072834],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:58:49.046394,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.029832299573999996, ' in/hr', 'Light Rain', 0.75774],[0.05711420407, ' in', 1.4507, 1730613529.0454652],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[6.710808876163199, 'mph', 2.0, '2', 'Light Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730613528.9260716],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 00:59:23.821359,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.015444102828, ' in/hr', 'Light Rain', 0.39228],[0.057371605783799996, ' in', 1.457238, 1730613563.8204029],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[7.806907659269855, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730613563.7202785],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 01:00:36.845093,[44.6, 'f'],[42.70150239630361, 'f'],[93.0, '%'],[0.05383703694599999, ' in/hr', 'Moderate Rain', 1.36746],[0.0582688897329, ' in', 1.480029, 1730613636.8438673],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[7.627952755905504, 'mph', 3.0, '3', 'Gentle Breeze'],[25.27022987051934, ' inHg', 855.7448119213732],[0.0, 'count', 0.0, 1730613636.719605],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
