2024-11-11 00:00:16.784412,[46.94, 'f'],[45.85895426179085, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731304816.783149],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.48049391553328, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731304815.7453983],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:15:17.709771,[47.120000000000005, 'f'],[46.03809489346122, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731305717.7084718],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[6.509484609878304, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731305716.88187],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:16:17.750483,[47.120000000000005, 'f'],[46.03809489346122, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731305777.744153],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.458124552612736, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731305776.885646],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:17:16.904294,[47.120000000000005, 'f'],[46.03809489346122, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731305836.9034388],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.630458124552607, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731305836.7912672],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:18:17.730179,[47.120000000000005, 'f'],[46.03809489346122, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731305897.7289054],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[5.2791696492483835, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731305896.7430406],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:19:17.677617,[47.120000000000005, 'f'],[46.03809489346122, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731305957.6769242],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.563350035790975, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731305956.7183847],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:20:15.756619,[47.120000000000005, 'f'],[46.03809489346122, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306015.756124],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.496241947029343, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306015.6932955],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:21:15.759694,[47.120000000000005, 'f'],[46.03809489346122, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306075.7590036],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.2791696492483835, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306075.684862],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:22:16.804956,[47.120000000000005, 'f'],[46.03809489346122, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306136.8038068],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.205440229062272, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306135.7626173],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:23:16.780342,[47.120000000000005, 'f'],[46.03809489346122, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306196.7796],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.8475304223335676, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306196.6870248],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:24:15.797460,[47.120000000000005, 'f'],[46.03809489346122, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306255.797009],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.69756621331424, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306255.7477484],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:25:16.773076,[47.120000000000005, 'f'],[46.03809489346122, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306316.7723253],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[6.084466714387968, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306316.6852577],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:26:16.769257,[47.120000000000005, 'f'],[46.03809489346122, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306376.7679305],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.458124552612736, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306375.7670543],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:27:16.750890,[47.120000000000005, 'f'],[46.03809489346122, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306436.7497451],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.816034359341439, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306435.7232234],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:28:16.676619,[47.120000000000005, 'f'],[46.03809489346122, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306496.6760426],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[6.464745884037216, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306495.7079973],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:29:15.724301,[47.3, 'f'],[46.21723518451044, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306555.7238295],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[6.733178239083743, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306554.886591],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:30:15.738334,[47.3, 'f'],[46.21723518451044, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306615.7376497],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.540980672870432, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306615.6725056],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:31:15.762819,[47.3, 'f'],[46.21723518451044, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306675.7620242],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[7.627952755905504, 'mph', 3.0, '3', 'Gentle Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306675.6789315],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:32:15.779608,[47.3, 'f'],[45.94032790993306, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306735.778882],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.988367931281312, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306735.6930232],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:33:16.900810,[47.3, 'f'],[45.94032790993306, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306796.899874],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.764674302075871, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306796.7711847],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:34:15.757084,[47.3, 'f'],[45.94032790993306, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306855.7564135],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[6.442376521116671, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306855.6925156],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:35:16.686731,[47.480000000000004, 'f'],[46.11924824133625, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306916.6862364],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.7804223335719356, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306915.7510054],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:36:16.701814,[47.480000000000004, 'f'],[46.11924824133625, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731306976.700513],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.9436292054402236, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731306975.7622352],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:37:16.803587,[47.480000000000004, 'f'],[46.11924824133625, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307036.7973979],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.965998568360768, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307036.673598],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:38:16.763918,[47.480000000000004, 'f'],[46.11924824133625, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307096.762594],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.892269148174656, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307095.7924013],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:39:15.745048,[47.480000000000004, 'f'],[46.11924824133625, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307155.7445168],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.518611309949888, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307155.6788514],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:40:16.734248,[47.480000000000004, 'f'],[46.11924824133625, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307216.7329533],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.010737294201856, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307215.7418122],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:41:15.819328,[47.480000000000004, 'f'],[46.11924824133625, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307275.8189363],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.1449534717251195, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307275.7805583],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:42:16.719644,[47.480000000000004, 'f'],[46.11924824133625, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307336.7192354],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.771295633500352, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307335.728874],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:43:15.817565,[47.480000000000004, 'f'],[46.11924824133625, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307395.817006],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.659448818897631, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307395.75778],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:44:15.862153,[47.480000000000004, 'f'],[46.11924824133625, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307455.861493],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.816034359341439, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307455.7840693],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:45:16.694834,[47.480000000000004, 'f'],[46.11924824133625, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307516.6935618],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.502863278453823, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307515.7604375],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:46:15.723615,[47.480000000000004, 'f'],[46.11924824133625, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307575.7231097],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.7580529706513914, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307574.873232],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:47:15.713615,[47.480000000000004, 'f'],[46.11924824133625, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307635.713115],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.838403722261983, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307634.8879182],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:48:15.751195,[47.480000000000004, 'f'],[46.396375134939476, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307695.7508004],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.681818181818175, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307695.6861181],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:49:16.674012,[47.480000000000004, 'f'],[46.396375134939476, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307756.6734548],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.362025769506079, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307755.7542534],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:50:15.795713,[47.480000000000004, 'f'],[46.396375134939476, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307815.7949252],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.189692197566207, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307815.6963491],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:51:15.772635,[47.480000000000004, 'f'],[46.396375134939476, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307875.7720017],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.205440229062272, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307875.6982605],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:52:15.755369,[47.480000000000004, 'f'],[46.396375134939476, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307935.7547266],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.9817465998568315, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307935.6884148],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:53:16.711053,[47.480000000000004, 'f'],[46.396375134939476, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731307996.7104416],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[6.352899069434495, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731307995.7420633],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 00:54:16.738666,[47.480000000000004, 'f'],[46.396375134939476, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731308056.7373345],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[7.5384753042233275, 'mph', 3.0, '3', 'Gentle Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731308055.7611504],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
