2024-11-01 00:00:07.145096,[35.24, 'f'],[33.4194864549978, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730437207.1446333],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[3.3554044380815995, 'mph', 2.0, '2', 'Light Breeze'],[25.25177400330539, ' inHg', 855.1198270004297],[0.0, 'count', 0.0, 1730437207.1042464],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:11:10.884683,[35.06, 'f'],[33.2409701869881, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730437870.8837495],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[4.160701503221184, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730437870.7565084],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:12:10.804339,[34.88, 'f'],[33.0624533166048, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730437930.8035417],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[3.6462061560486716, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730437930.708003],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:13:11.689042,[34.88, 'f'],[33.0624533166048, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730437991.688234],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[3.623836793128128, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730437990.8530269],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:14:10.927911,[34.88, 'f'],[33.0624533166048, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438050.927101],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[2.34878310665712, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438050.8295112],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:15:11.713201,[34.88, 'f'],[33.0624533166048, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438111.711868],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[4.071224051539008, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438110.8761437],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:16:11.678016,[34.88, 'f'],[33.0624533166048, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438171.6772773],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[3.7356836077308477, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438170.8498304],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:17:11.752562,[34.88, 'f'],[33.0624533166048, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438231.7512703],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[2.102720114531136, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438230.877779],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:18:10.932366,[34.88, 'f'],[33.0624533166048, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438290.931873],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[1.8566571224051518, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438290.772739],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:19:10.824713,[34.88, 'f'],[33.32937560611327, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438350.8238564],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[2.9080171796707197, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438350.712688],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:20:10.910500,[34.88, 'f'],[33.0624533166048, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438410.909643],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[2.438260558339296, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438410.8064485],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:21:10.879800,[34.88, 'f'],[33.32937560611327, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438470.87835],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[4.115962777380096, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438470.7288578],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:22:11.692898,[34.88, 'f'],[33.32937560611327, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438531.6909258],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[5.3462777380100155, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438530.8417923],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:23:10.941280,[34.88, 'f'],[33.0624533166048, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438590.9404716],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[4.9436292054402236, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438590.8444765],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:24:10.916780,[34.88, 'f'],[33.0624533166048, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438650.9159355],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[7.762168933428768, 'mph', 3.0, '3', 'Gentle Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438650.817728],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:25:10.871602,[34.88, 'f'],[33.0624533166048, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438710.8706746],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[3.8698997852541117, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438710.7644815],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:26:11.675115,[34.88, 'f'],[33.0624533166048, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438771.674316],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[1.9237652111667838, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438770.8557398],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:27:11.681177,[34.88, 'f'],[33.0624533166048, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438831.6801322],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[3.9370078740157437, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438830.7685573],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:28:11.721466,[34.7, 'f'],[32.88393584384486, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438891.707106],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[4.183070866141728, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438890.8538094],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:29:10.886427,[34.7, 'f'],[32.88393584384486, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730438950.8848104],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[2.505368647100928, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730438950.760954],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:30:11.699014,[34.7, 'f'],[32.88393584384486, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439011.698222],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[2.5724767358625598, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439010.8779764],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:31:10.921547,[34.7, 'f'],[32.88393584384486, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439070.92073],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[2.997494631352896, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439070.8267012],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:32:10.918974,[34.7, 'f'],[32.88393584384486, 'f'],[93.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439130.9180524],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[3.7133142448103036, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439130.8096468],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:33:10.899383,[34.7, 'f'],[33.15064079543004, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439190.8984575],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[3.01986399427344, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439190.7686045],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:34:11.671132,[34.7, 'f'],[33.15064079543004, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439250.873528],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[2.5501073729420156, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439250.729436],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:35:10.836742,[34.52, 'f'],[32.97190547020632, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439310.8348117],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[2.885647816750176, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439310.6905823],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:36:11.704333,[34.52, 'f'],[32.97190547020632, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439371.7034125],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[2.5948460987831035, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439370.8075945],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:37:10.883540,[34.52, 'f'],[32.97190547020632, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439430.882612],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[2.34878310665712, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439430.758275],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:38:12.771715,[34.52, 'f'],[32.97190547020632, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439492.7706015],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[3.042233357193984, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439491.8846467],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:39:11.720350,[34.52, 'f'],[32.97190547020632, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439551.7190776],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[1.811918396564064, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439550.789358],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:40:10.879513,[34.52, 'f'],[32.97190547020632, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439610.878197],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[2.304044380816032, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439610.7493067],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:41:11.675323,[34.52, 'f'],[32.97190547020632, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439671.6745858],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[0.9618826055833919, 'mph', 0.0, '0', 'Calm Conditions'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439670.877981],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:42:12.756467,[34.52, 'f'],[32.97190547020632, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439732.7551777],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[3.9146385110951996, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439731.8841355],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:43:10.939378,[34.52, 'f'],[32.97190547020632, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439790.9385772],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[2.885647816750176, 'mph', 1.0, '1', 'Light Air'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439790.850883],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:44:10.679879,[34.52, 'f'],[32.97190547020632, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439850.6789575],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[3.6462061560486716, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439849.6967623],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:45:10.873880,[34.34, 'f'],[32.793169630439884, 'f'],[94.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439910.8720117],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[3.4672512526843198, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439910.735342],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:46:10.911481,[34.34, 'f'],[33.05694125525456, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730439970.9105656],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[5.458124552612736, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730439970.8016276],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:47:11.678043,[34.34, 'f'],[33.05694125525456, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730440031.6773612],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[5.592340730136, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730440030.880572],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:48:11.748929,[34.34, 'f'],[33.05694125525456, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730440091.7476413],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[6.017358625626335, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730440090.8804626],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:49:10.692027,[34.34, 'f'],[33.05694125525456, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730440150.6907332],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[6.084466714387968, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730440149.8094604],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:50:10.864620,[34.34, 'f'],[33.05694125525456, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730440210.8613255],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[5.748926270579807, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730440210.7297256],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:51:10.754088,[34.34, 'f'],[33.05694125525456, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730440270.7477248],['NNW', '', 'NNW', 'North [color=9aba2fff]NW[/color]'],[4.540980672870432, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730440269.8215559],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:52:10.935274,[34.34, 'f'],[33.05694125525456, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730440330.9344926],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[3.892269148174656, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730440330.8410451],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:53:11.915593,[34.34, 'f'],[33.05694125525456, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730440391.9147348],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[3.7133142448103036, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730440391.8057215],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:54:11.693106,[34.34, 'f'],[33.05694125525456, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730440451.6918097],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[4.854151753758048, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730440450.8308005],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:55:11.931380,[34.34, 'f'],[33.05694125525456, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730440511.930691],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[4.183070866141728, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730440511.8565881],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-01 00:56:12.717079,[34.34, 'f'],[33.05694125525456, 'f'],[95.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1730440572.710242],['N', '', 'N', 'Due [color=9aba2fff]North[/color]'],[5.1449534717251195, 'mph', 2.0, '2', 'Light Breeze'],[25.24869801520959, ' inHg', 855.0156625006211],[0.0, 'count', 0.0, 1730440570.8434405],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
